INTERACTOR_A	INTERACTOR_B
AT1G15820	AT3G59060
AT1G15820	AT3G59400
AT1G15820	AT3G61870
AT1G15820	AT3G62030
AT1G15820	AT3G62410
AT1G15820	AT3G63140
AT1G15820	AT3G63410
AT1G15820	AT3G63490
AT1G15820	AT4G01050
AT1G15820	AT4G01150
AT1G15820	AT4G01310
AT1G15820	AT4G02530
AT1G15820	AT4G02770
AT1G15820	AT4G03150
AT1G15820	AT4G03280
AT1G15820	AT4G04640
AT1G15820	AT4G05180
AT1G15820	AT4G09010
AT1G15820	AT4G09650
AT1G15820	AT4G10060
AT1G15820	AT4G10300
AT1G15820	AT4G10340
AT1G15820	AT4G12800
AT1G15820	AT4G14540
AT1G15820	AT4G14870
AT1G15820	AT4G14890
AT1G15820	AT4G15560
AT1G15820	AT4G16410
AT1G15820	AT4G16980
AT1G15820	AT4G17560
AT1G15820	AT4G17600
AT1G15820	AT4G18370
AT1G15820	AT4G18480
AT1G15820	AT4G19985
AT1G15820	AT4G20360
AT1G15820	AT4G21210
AT1G15820	AT4G21280
AT1G15820	AT4G22890
AT1G15820	AT4G23890
AT1G15820	AT4G24770
AT1G15820	AT4G24930
AT1G15820	AT4G25050
AT1G15820	AT4G25080
AT1G15820	AT4G27440
AT1G15820	AT4G27600
AT1G15820	AT4G27700
AT1G15820	AT4G28030
AT1G15820	AT4G28080
AT1G15820	AT4G28660
AT1G15820	AT4G28750
AT1G15820	AT4G30950
AT1G15820	AT4G32260
AT1G15820	AT4G32590
AT1G15820	AT4G33000
AT1G15820	AT4G33010
AT1G15820	AT4G33470
AT1G15820	AT4G34090
AT1G15820	AT4G34190
AT1G15820	AT4G34830
AT1G15820	AT4G35250
AT1G15820	AT4G37930
AT1G15820	AT4G38840
AT1G15820	AT4G38970
AT1G15820	AT4G39710
AT1G15820	AT4G39970
AT1G15820	AT5G01530
AT1G15820	AT5G02120
AT1G15820	AT5G02160
AT1G15820	AT5G03880
AT1G15820	AT5G04140
AT1G15820	AT5G04490
AT1G15820	AT5G06290
AT1G15820	AT5G07020
AT1G15820	AT5G08050
AT1G15820	AT5G08280
AT1G15820	AT5G08410
AT1G15820	AT5G08650
AT1G15820	AT5G09660
AT1G15820	AT5G13410
AT1G15820	AT5G13510
AT1G15820	AT5G13630
AT1G15820	AT5G13720
AT1G15820	AT5G13770
AT1G15820	AT5G14320
AT1G15820	AT5G14740
AT1G15820	AT5G14910
AT1G15820	AT5G16030
AT1G15820	AT5G16400
AT1G15820	AT5G16710
AT1G15820	AT5G17170
AT1G15820	AT5G17230
AT1G15820	AT5G19220
AT1G15820	AT5G19940
AT1G15820	AT5G20935
AT1G15820	AT5G22830
AT1G15820	AT5G23060
AT1G15820	AT5G23120
AT1G15820	AT5G25610
AT1G15820	AT5G27290
AT1G15820	AT5G27560
AT1G15820	AT5G28500
AT1G15820	AT5G30510
AT1G15820	AT5G35170
AT1G15820	AT5G35790
AT1G15820	AT5G37360
AT1G15820	AT5G38520
AT1G15820	AT5G38660
AT1G15820	AT5G38980
AT1G15820	AT5G42070
AT1G15820	AT5G42270
AT1G15820	AT5G43750
AT1G15820	AT5G45680
AT1G15820	AT5G45930
AT1G15820	AT5G46110
AT1G15820	AT5G47110
AT1G15820	AT5G47190
AT1G15820	AT5G47840
AT1G15820	AT5G48790
AT1G15820	AT5G51010
AT1G15820	AT5G51110
AT1G15820	AT5G52100
AT1G15820	AT5G52440
AT1G15820	AT5G52780
AT1G15820	AT5G52970
AT1G15820	AT5G53490
AT1G15820	AT5G54270
AT1G15820	AT5G54600
AT1G15820	AT5G54770
AT1G15820	AT5G55710
AT1G15820	AT5G57030
AT1G15820	AT5G57345
AT1G15820	AT5G58140
AT1G15820	AT5G58250
AT1G15820	AT5G58260
AT1G15820	AT5G58330
AT1G15820	AT5G59250
AT1G15820	AT5G60600
AT1G15820	AT5G61410
AT1G15820	AT5G64040
AT1G15820	AT5G65220
AT1G15820	AT5G65730
AT1G15820	AT5G66190
AT1G15820	AT5G66570
AT1G15840	AT1G15830
AT1G15840	AT3G42130
AT1G15840	AT3G46380
AT1G15840	AT3G50250
AT1G15840	AT5G38870
AT1G15930	AT1G07770
AT1G15930	AT1G08360
AT1G15930	AT1G52300
AT1G15930	AT1G69620
AT1G15930	AT2G33370
AT1G15930	AT2G41840
AT1G15930	AT3G02080
AT1G15930	AT3G02560
AT1G15930	AT3G05560
AT1G15930	AT3G07110
AT1G15930	AT3G09500
AT1G15930	AT3G14600
AT1G15930	AT3G23830
AT1G15930	AT3G24830
AT1G15930	AT3G48930
AT1G15930	AT3G49010
AT1G15930	AT3G56340
AT1G15930	AT3G60245
AT1G15930	AT3G62870
AT1G15930	AT4G16720
AT1G15930	AT4G17390
AT1G15930	AT4G25740
AT1G15930	AT4G29410
AT1G15930	AT4G34670
AT1G15930	AT5G02450
AT1G15930	AT5G10360
AT1G15930	AT5G15200
AT1G15930	AT5G16130
AT1G15930	AT5G19510
AT1G15930	AT5G20290
AT1G15930	AT5G22440
AT1G15930	AT5G23740
AT1G15930	AT5G23900
AT1G15930	AT5G27770
AT1G15930	AT5G27850
AT1G15930	AT5G35530
AT1G15930	AT5G47930
AT1G15930	AT5G52650
AT1G15930	AT5G58420
AT1G15930	AT5G60670
AT1G15980	AT1G01080
AT1G15980	AT1G01320
AT1G15980	AT1G01790
AT1G15980	AT1G02475
AT1G15980	AT1G02560
AT1G15980	AT1G07010
AT1G15980	AT1G07320
AT1G15980	AT1G07440
AT1G15980	AT1G08380
AT1G15980	AT1G08520
AT1G15980	AT1G12250
AT1G15980	AT1G12410
AT1G15980	AT1G12800
AT1G15980	AT1G12900
AT1G15980	AT1G14270
AT1G15980	AT1G14345
AT1G15980	AT1G15820
AT1G15980	AT1G16720
AT1G15980	AT1G16880
AT1G15980	AT1G18060
AT1G15980	AT1G18170
AT1G15980	AT1G18730
AT1G15980	AT1G19150
AT1G15980	AT1G19740
AT1G15980	AT1G20020
AT1G15980	AT1G20340
AT1G15980	AT1G20810
AT1G15980	AT1G21350
AT1G15980	AT1G21500
AT1G15980	AT1G26220
AT1G15980	AT1G26230
AT1G15980	AT1G29070
AT1G15980	AT1G29670
AT1G15980	AT1G29700
AT1G15980	AT1G30380
AT1G15980	AT1G31800
AT1G15980	AT1G31920
AT1G15980	AT1G32060
AT1G15980	AT1G32070
AT1G15980	AT1G32080
AT1G15980	AT1G32160
AT1G15980	AT1G32220
AT1G15980	AT1G32470
AT1G15980	AT1G32550
AT1G15980	AT1G32990
AT1G15980	AT1G34000
AT1G15980	AT1G35340
AT1G15980	AT1G35420
AT1G15980	AT1G42970
AT1G15980	AT1G44000
AT1G15980	AT1G44446
AT1G15980	AT1G44575
AT1G15980	AT1G44920
AT1G15980	AT1G45474
AT1G15980	AT1G48450
AT1G15980	AT1G49750
AT1G15980	AT1G49975
AT1G15980	AT1G50900
AT1G15980	AT1G51110
AT1G15980	AT1G51805
AT1G15980	AT1G52220
AT1G15980	AT1G52230
AT1G15980	AT1G52870
AT1G15980	AT1G55370
AT1G15980	AT1G56500
AT1G15980	AT1G57770
AT1G15980	AT1G60950
AT1G15980	AT1G63970
AT1G15980	AT1G64355
AT1G15980	AT1G66130
AT1G15980	AT1G66970
AT1G15980	AT1G67700
AT1G15980	AT1G67740
AT1G15980	AT1G67840
AT1G15980	AT1G68010
AT1G15980	AT1G68520
AT1G15980	AT1G68830
AT1G15980	AT1G69523
AT1G15980	AT1G71480
AT1G15980	AT1G71500
AT1G15980	AT1G72030
AT1G15980	AT1G72610
AT1G15980	AT1G73655
AT1G15980	AT1G74470
AT1G15980	AT1G75350
AT1G15980	AT1G75460
AT1G15980	AT1G76080
AT1G15980	AT1G76100
AT1G15980	AT1G76450
AT1G15980	AT1G76730
AT1G15980	AT1G77490
AT1G15980	AT1G79850
AT1G15980	AT2G26500
AT1G15980	AT2G33180
AT1G15980	AT2G33450
AT1G15980	AT2G39730
AT1G15980	AT2G40490
AT1G15980	AT2G41680
AT1G15980	AT2G43560
AT1G15980	AT2G47450
AT1G15980	AT3G01060
AT1G15980	AT3G01440
AT1G15980	AT3G01480
AT1G15980	AT3G01500
AT1G15980	AT3G01660
AT1G15980	AT3G02730
AT1G15980	AT3G04760
AT1G15980	AT3G04790
AT1G15980	AT3G05350
AT1G15980	AT3G06483
AT1G15980	AT3G07670
AT1G15980	AT3G08010
AT1G15980	AT3G08740
AT1G15980	AT3G08920
AT1G15980	AT3G08940
AT1G15980	AT3G09050
AT1G15980	AT3G09580
AT1G15980	AT3G10060
AT1G15980	AT3G10840
AT1G15980	AT3G10970
AT1G15980	AT3G11090
AT1G15980	AT3G11630
AT1G15980	AT3G11945
AT1G15980	AT3G12685
AT1G15980	AT3G12780
AT1G15980	AT3G13120
AT1G15980	AT3G14930
AT1G15980	AT3G15110
AT1G15980	AT3G15190
AT1G15980	AT3G15360
AT1G15980	AT3G15520
AT1G15980	AT3G15570
AT1G15980	AT3G15840
AT1G15980	AT3G15850
AT1G15980	AT3G15900
AT1G15980	AT3G16000
AT1G15980	AT3G16140
AT1G15980	AT3G16250
AT1G15980	AT3G16520
AT1G15980	AT3G17930
AT1G15980	AT3G18500
AT1G15980	AT3G18890
AT1G15980	AT3G19480
AT1G15980	AT3G19800
AT1G15980	AT3G20680
AT1G15980	AT3G21055
AT1G15980	AT3G22210
AT1G15980	AT3G23400
AT1G15980	AT3G23700
AT1G15980	AT3G24430
AT1G15980	AT3G24590
AT1G15980	AT3G25480
AT1G15980	AT3G25690
AT1G15980	AT3G25805
AT1G15980	AT3G25920
AT1G15980	AT3G26060
AT1G15980	AT3G26570
AT1G15980	AT3G26650
AT1G15980	AT3G26710
AT1G15980	AT3G26900
AT1G15980	AT3G27160
AT1G15980	AT3G27690
AT1G15980	AT3G27925
AT1G15980	AT3G29185
AT1G15980	AT3G44020
AT1G15980	AT3G44890
AT1G15980	AT3G45050
AT1G15980	AT3G46630
AT1G15980	AT3G46780
AT1G15980	AT3G47070
AT1G15980	AT3G47430
AT1G15980	AT3G47470
AT1G15980	AT3G47650
AT1G15980	AT3G48200
AT1G15980	AT3G48420
AT1G15980	AT3G48730
AT1G15980	AT3G50270
AT1G15980	AT3G50685
AT1G15980	AT3G50820
AT1G15980	AT3G51420
AT1G15980	AT3G51510
AT1G15980	AT3G51820
AT1G15980	AT3G52150
AT1G15980	AT3G52380
AT1G15980	AT3G53130
AT1G15980	AT3G53470
AT1G15980	AT3G54050
AT1G15980	AT3G54210
AT1G15980	AT3G54890
AT1G15980	AT3G55040
AT1G15980	AT3G55250
AT1G15980	AT3G55330
AT1G15980	AT3G55630
AT1G15980	AT3G55800
AT1G15980	AT3G56010
AT1G15980	AT3G56650
AT1G15980	AT3G56910
AT1G15980	AT3G56940
AT1G15980	AT3G58140
AT1G15980	AT3G59060
AT1G15980	AT3G59400
AT1G15980	AT3G60370
AT1G15980	AT3G61080
AT1G15980	AT3G61870
AT1G15980	AT3G62030
AT1G15980	AT3G62410
AT1G15980	AT3G62910
AT1G15980	AT3G63140
AT1G15980	AT3G63160
AT1G15980	AT3G63410
AT1G15980	AT3G63490
AT1G15980	AT4G01050
AT1G15980	AT4G01150
AT1G15980	AT4G01310
AT1G15980	AT4G01690
AT1G15980	AT4G01800
AT1G15980	AT4G02530
AT1G15980	AT4G02770
AT1G15980	AT4G03150
AT1G15980	AT4G03280
AT1G15980	AT4G04640
AT1G15980	AT4G05180
AT1G15980	AT4G09010
AT1G15980	AT4G09350
AT1G15980	AT4G09650
AT1G15980	AT4G10060
AT1G15980	AT4G10300
AT1G15980	AT4G10340
AT1G15980	AT4G11175
AT1G15980	AT4G12800
AT1G15980	AT4G12830
AT1G15980	AT4G13670
AT1G15980	AT4G14210
AT1G15980	AT4G14540
AT1G15980	AT4G14870
AT1G15980	AT4G14890
AT1G15980	AT4G15510
AT1G15980	AT4G16410
AT1G15980	AT4G16980
AT1G15980	AT4G17560
AT1G15980	AT4G17600
AT1G15980	AT4G18370
AT1G15980	AT4G18480
AT1G15980	AT4G18740
AT1G15980	AT4G18810
AT1G15980	AT4G19100
AT1G15980	AT4G19530
AT1G15980	AT4G19985
AT1G15980	AT4G20360
AT1G15980	AT4G21210
AT1G15980	AT4G21280
AT1G15980	AT4G22830
AT1G15980	AT4G22890
AT1G15980	AT4G23890
AT1G15980	AT4G24090
AT1G15980	AT4G24770
AT1G15980	AT4G24930
AT1G15980	AT4G25050
AT1G15980	AT4G25080
AT1G15980	AT4G25650
AT1G15980	AT4G25910
AT1G15980	AT4G26530
AT1G15980	AT4G27600
AT1G15980	AT4G27700
AT1G15980	AT4G28025
AT1G15980	AT4G28030
AT1G15980	AT4G28080
AT1G15980	AT4G28660
AT1G15980	AT4G28750
AT1G15980	AT4G29060
AT1G15980	AT4G30950
AT1G15980	AT4G31530
AT1G15980	AT4G31850
AT1G15980	AT4G32260
AT1G15980	AT4G32590
AT1G15980	AT4G33010
AT1G15980	AT4G33470
AT1G15980	AT4G33500
AT1G15980	AT4G34090
AT1G15980	AT4G34190
AT1G15980	AT4G34830
AT1G15980	AT4G35250
AT1G15980	AT4G35450
AT1G15980	AT4G35760
AT1G15980	AT4G36530
AT1G15980	AT4G37040
AT1G15980	AT4G37200
AT1G15980	AT4G37930
AT1G15980	AT4G38225
AT1G15980	AT4G38840
AT1G15980	AT4G38970
AT1G15980	AT4G39710
AT1G15980	AT4G39970
AT1G15980	AT5G01530
AT1G15980	AT5G01920
AT1G15980	AT5G02120
AT1G15980	AT5G02160
AT1G15980	AT5G02710
AT1G15980	AT5G02940
AT1G15980	AT5G03880
AT1G15980	AT5G04140
AT1G15980	AT5G04490
AT1G15980	AT5G05740
AT1G15980	AT5G06290
AT1G15980	AT5G07020
AT1G15980	AT5G08050
AT1G15980	AT5G08280
AT1G15980	AT5G08410
AT1G15980	AT5G08650
AT1G15980	AT5G09660
AT1G15980	AT5G11450
AT1G15980	AT5G13410
AT1G15980	AT5G13510
AT1G15980	AT5G13630
AT1G15980	AT5G13650
AT1G15980	AT5G13720
AT1G15980	AT5G13730
AT1G15980	AT5G13770
AT1G15980	AT5G14260
AT1G15980	AT5G14320
AT1G15980	AT5G14660
AT1G15980	AT5G14740
AT1G15980	AT5G14910
AT1G15980	AT5G14970
AT1G15980	AT5G16030
AT1G15980	AT5G16400
AT1G15980	AT5G16710
AT1G15980	AT5G17170
AT1G15980	AT5G17230
AT1G15980	AT5G17670
AT1G15980	AT5G18660
AT1G15980	AT5G19220
AT1G15980	AT5G19940
AT1G15980	AT5G20140
AT1G15980	AT5G20935
AT1G15980	AT5G22830
AT1G15980	AT5G23060
AT1G15980	AT5G23120
AT1G15980	AT5G27290
AT1G15980	AT5G27560
AT1G15980	AT5G28500
AT1G15980	AT5G30510
AT1G15980	AT5G35170
AT1G15980	AT5G35790
AT1G15980	AT5G36170
AT1G15980	AT5G37360
AT1G15980	AT5G38510
AT1G15980	AT5G38520
AT1G15980	AT5G38660
AT1G15980	AT5G38980
AT1G15980	AT5G39210
AT1G15980	AT5G39830
AT1G15980	AT5G41050
AT1G15980	AT5G42070
AT1G15980	AT5G42270
AT1G15980	AT5G42310
AT1G15980	AT5G42765
AT1G15980	AT5G43750
AT1G15980	AT5G44520
AT1G15980	AT5G44650
AT1G15980	AT5G45170
AT1G15980	AT5G45390
AT1G15980	AT5G45680
AT1G15980	AT5G45930
AT1G15980	AT5G46110
AT1G15980	AT5G47110
AT1G15980	AT5G47190
AT1G15980	AT5G47840
AT1G15980	AT5G48790
AT1G15980	AT5G51010
AT1G15980	AT5G51110
AT1G15980	AT5G51545
AT1G15980	AT5G51720
AT1G15980	AT5G52100
AT1G15980	AT5G52440
AT1G15980	AT5G52780
AT1G15980	AT5G52960
AT1G15980	AT5G52970
AT1G15980	AT5G53490
AT1G15980	AT5G53580
AT1G15980	AT5G54270
AT1G15980	AT5G54290
AT1G15980	AT5G54600
AT1G15980	AT5G55220
AT1G15980	AT5G55710
AT1G15980	AT5G57030
AT1G15980	AT5G57040
AT1G15980	AT5G57345
AT1G15980	AT5G57930
AT1G15980	AT5G58140
AT1G15980	AT5G58250
AT1G15980	AT5G58260
AT1G15980	AT5G58330
AT1G15980	AT5G59250
AT1G15980	AT5G59750
AT1G15980	AT5G60600
AT1G15980	AT5G61410
AT1G15980	AT5G62140
AT1G15980	AT5G62790
AT1G15980	AT5G62840
AT1G15980	AT5G63180
AT1G15980	AT5G64040
AT1G15980	AT5G64770
AT1G15980	AT5G65220
AT1G15980	AT5G65730
AT1G15980	AT5G65840
AT1G15980	AT5G66190
AT1G15980	AT5G66570
AT1G15980	AT5G67370
AT1G16000	AT1G77750
AT1G16030	AT1G53540
AT1G16030	AT1G74310
AT1G16030	AT3G46230
AT1G16030	AT5G12030
AT1G16080	AT1G01080
AT1G16080	AT1G01790
AT1G16080	AT1G02475
AT1G16080	AT1G02560
AT1G16080	AT1G07010
AT1G16080	AT1G07320
AT1G16080	AT1G07440
AT1G16080	AT1G08380
AT1G16080	AT1G08520
AT1G16080	AT1G12250
AT1G16080	AT1G12800
AT1G16080	AT1G12900
AT1G16080	AT1G14270
AT1G16080	AT1G14345
AT1G16080	AT1G15820
AT1G16080	AT1G15980
AT1G16080	AT1G18060
AT1G16080	AT1G18170
AT1G16080	AT1G18730
AT1G16080	AT1G19150
AT1G16080	AT1G19740
AT1G16080	AT1G20020
AT1G16080	AT1G20340
AT1G16080	AT1G20810
AT1G16080	AT1G21350
AT1G16080	AT1G21500
AT1G16080	AT1G26220
AT1G16080	AT1G26230
AT1G16080	AT1G29070
AT1G16080	AT1G29700
AT1G16080	AT1G30380
AT1G16080	AT1G31800
AT1G16080	AT1G32060
AT1G16080	AT1G32080
AT1G16080	AT1G32160
AT1G16080	AT1G32220
AT1G16080	AT1G32470
AT1G16080	AT1G32550
AT1G16080	AT1G32990
AT1G16080	AT1G34000
AT1G16080	AT1G35420
AT1G16080	AT1G42970
AT1G16080	AT1G44575
AT1G16080	AT1G44920
AT1G16080	AT1G45474
AT1G16080	AT1G49975
AT1G16080	AT1G50900
AT1G16080	AT1G51110
AT1G16080	AT1G52220
AT1G16080	AT1G52230
AT1G16080	AT1G52870
AT1G16080	AT1G55370
AT1G16080	AT1G56500
AT1G16080	AT1G60950
AT1G16080	AT1G63970
AT1G16080	AT1G64355
AT1G16080	AT1G67700
AT1G16080	AT1G67740
AT1G16080	AT1G67840
AT1G16080	AT1G68010
AT1G16080	AT1G71500
AT1G16080	AT1G72610
AT1G16080	AT1G73655
AT1G16080	AT1G75350
AT1G16080	AT1G75460
AT1G16080	AT1G76080
AT1G16080	AT1G76100
AT1G16080	AT1G76450
AT1G16080	AT1G76730
AT1G16080	AT1G77490
AT1G16080	AT1G79850
AT1G16080	AT2G26500
AT1G16080	AT2G39730
AT1G16080	AT2G40490
AT1G16080	AT2G41680
AT1G16080	AT2G43560
AT1G16080	AT2G47590
AT1G16080	AT3G01060
AT1G16080	AT3G01440
AT1G16080	AT3G01480
AT1G16080	AT3G01500
AT1G16080	AT3G01660
AT1G16080	AT3G02730
AT1G16080	AT3G04760
AT1G16080	AT3G04790
AT1G16080	AT3G07670
AT1G16080	AT3G08010
AT1G16080	AT3G08740
AT1G16080	AT3G08920
AT1G16080	AT3G08940
AT1G16080	AT3G09580
AT1G16080	AT3G10060
AT1G16080	AT3G10840
AT1G16080	AT3G11090
AT1G16080	AT3G11630
AT1G16080	AT3G11945
AT1G16080	AT3G12685
AT1G16080	AT3G12780
AT1G16080	AT3G12930
AT1G16080	AT3G13120
AT1G16080	AT3G14930
AT1G16080	AT3G15110
AT1G16080	AT3G15190
AT1G16080	AT3G15360
AT1G16080	AT3G15520
AT1G16080	AT3G15840
AT1G16080	AT3G15850
AT1G16080	AT3G16140
AT1G16080	AT3G16250
AT1G16080	AT3G18890
AT1G16080	AT3G19480
AT1G16080	AT3G19800
AT1G16080	AT3G20680
AT1G16080	AT3G21055
AT1G16080	AT3G22210
AT1G16080	AT3G23700
AT1G16080	AT3G24430
AT1G16080	AT3G24590
AT1G16080	AT3G25480
AT1G16080	AT3G25660
AT1G16080	AT3G25690
AT1G16080	AT3G25805
AT1G16080	AT3G25920
AT1G16080	AT3G26060
AT1G16080	AT3G26570
AT1G16080	AT3G26710
AT1G16080	AT3G26900
AT1G16080	AT3G27160
AT1G16080	AT3G27690
AT1G16080	AT3G27925
AT1G16080	AT3G29185
AT1G16080	AT3G43540
AT1G16080	AT3G44890
AT1G16080	AT3G46780
AT1G16080	AT3G47070
AT1G16080	AT3G47650
AT1G16080	AT3G48200
AT1G16080	AT3G48420
AT1G16080	AT3G48730
AT1G16080	AT3G50270
AT1G16080	AT3G50685
AT1G16080	AT3G50820
AT1G16080	AT3G51420
AT1G16080	AT3G51510
AT1G16080	AT3G51820
AT1G16080	AT3G52150
AT1G16080	AT3G52155
AT1G16080	AT3G52380
AT1G16080	AT3G53130
AT1G16080	AT3G53470
AT1G16080	AT3G54050
AT1G16080	AT3G54210
AT1G16080	AT3G54890
AT1G16080	AT3G55040
AT1G16080	AT3G55250
AT1G16080	AT3G55330
AT1G16080	AT3G55800
AT1G16080	AT3G56010
AT1G16080	AT3G56650
AT1G16080	AT3G56910
AT1G16080	AT3G56940
AT1G16080	AT3G59400
AT1G16080	AT3G60370
AT1G16080	AT3G61080
AT1G16080	AT3G61870
AT1G16080	AT3G62030
AT1G16080	AT3G62410
AT1G16080	AT3G62910
AT1G16080	AT3G63140
AT1G16080	AT3G63410
AT1G16080	AT3G63490
AT1G16080	AT4G01050
AT1G16080	AT4G01150
AT1G16080	AT4G01310
AT1G16080	AT4G02530
AT1G16080	AT4G02770
AT1G16080	AT4G03150
AT1G16080	AT4G03280
AT1G16080	AT4G04640
AT1G16080	AT4G05180
AT1G16080	AT4G09010
AT1G16080	AT4G09350
AT1G16080	AT4G09650
AT1G16080	AT4G10300
AT1G16080	AT4G11175
AT1G16080	AT4G12800
AT1G16080	AT4G12830
AT1G16080	AT4G14210
AT1G16080	AT4G14870
AT1G16080	AT4G14890
AT1G16080	AT4G15510
AT1G16080	AT4G16410
AT1G16080	AT4G17560
AT1G16080	AT4G17600
AT1G16080	AT4G18370
AT1G16080	AT4G18480
AT1G16080	AT4G18810
AT1G16080	AT4G19100
AT1G16080	AT4G19985
AT1G16080	AT4G20360
AT1G16080	AT4G21210
AT1G16080	AT4G21280
AT1G16080	AT4G22830
AT1G16080	AT4G22890
AT1G16080	AT4G23890
AT1G16080	AT4G24090
AT1G16080	AT4G24750
AT1G16080	AT4G24770
AT1G16080	AT4G24930
AT1G16080	AT4G25050
AT1G16080	AT4G25080
AT1G16080	AT4G26520
AT1G16080	AT4G27600
AT1G16080	AT4G27700
AT1G16080	AT4G28080
AT1G16080	AT4G28660
AT1G16080	AT4G28750
AT1G16080	AT4G30950
AT1G16080	AT4G31850
AT1G16080	AT4G32260
AT1G16080	AT4G32590
AT1G16080	AT4G33010
AT1G16080	AT4G33470
AT1G16080	AT4G33500
AT1G16080	AT4G34090
AT1G16080	AT4G34190
AT1G16080	AT4G34830
AT1G16080	AT4G35250
AT1G16080	AT4G35450
AT1G16080	AT4G35760
AT1G16080	AT4G37930
AT1G16080	AT4G38840
AT1G16080	AT4G38970
AT1G16080	AT4G39710
AT1G16080	AT4G39970
AT1G16080	AT5G01530
AT1G16080	AT5G01920
AT1G16080	AT5G02120
AT1G16080	AT5G02160
AT1G16080	AT5G02710
AT1G16080	AT5G02940
AT1G16080	AT5G03880
AT1G16080	AT5G04140
AT1G16080	AT5G05740
AT1G16080	AT5G06290
AT1G16080	AT5G07020
AT1G16080	AT5G08050
AT1G16080	AT5G08650
AT1G16080	AT5G09660
AT1G16080	AT5G11450
AT1G16080	AT5G13410
AT1G16080	AT5G13510
AT1G16080	AT5G13650
AT1G16080	AT5G13730
AT1G16080	AT5G14320
AT1G16080	AT5G14660
AT1G16080	AT5G14740
AT1G16080	AT5G14910
AT1G16080	AT5G16400
AT1G16080	AT5G16710
AT1G16080	AT5G16715
AT1G16080	AT5G17170
AT1G16080	AT5G17230
AT1G16080	AT5G17670
AT1G16080	AT5G19220
AT1G16080	AT5G19940
AT1G16080	AT5G20140
AT1G16080	AT5G20935
AT1G16080	AT5G23060
AT1G16080	AT5G23120
AT1G16080	AT5G27290
AT1G16080	AT5G27560
AT1G16080	AT5G30510
AT1G16080	AT5G35170
AT1G16080	AT5G35790
AT1G16080	AT5G36170
AT1G16080	AT5G37360
AT1G16080	AT5G38510
AT1G16080	AT5G38520
AT1G16080	AT5G38660
AT1G16080	AT5G39210
AT1G16080	AT5G39830
AT1G16080	AT5G42070
AT1G16080	AT5G42270
AT1G16080	AT5G42310
AT1G16080	AT5G42765
AT1G16080	AT5G43750
AT1G16080	AT5G44650
AT1G16080	AT5G45170
AT1G16080	AT5G45680
AT1G16080	AT5G45930
AT1G16080	AT5G46110
AT1G16080	AT5G47110
AT1G16080	AT5G47190
AT1G16080	AT5G47840
AT1G16080	AT5G48790
AT1G16080	AT5G51010
AT1G16080	AT5G51110
AT1G16080	AT5G51545
AT1G16080	AT5G52100
AT1G16080	AT5G52440
AT1G16080	AT5G52780
AT1G16080	AT5G52960
AT1G16080	AT5G52970
AT1G16080	AT5G53490
AT1G16080	AT5G53580
AT1G16080	AT5G54290
AT1G16080	AT5G54600
AT1G16080	AT5G55220
AT1G16080	AT5G55710
AT1G16080	AT5G57030
AT1G16080	AT5G57345
AT1G16080	AT5G57930
AT1G16080	AT5G58140
AT1G16080	AT5G58260
AT1G16080	AT5G58330
AT1G16080	AT5G59250
AT1G16080	AT5G59750
AT1G16080	AT5G60600
AT1G16080	AT5G61410
AT1G16080	AT5G62140
AT1G16080	AT5G62790
AT1G16080	AT5G62840
AT1G16080	AT5G64040
AT1G16080	AT5G64380
AT1G16080	AT5G65220
AT1G16080	AT5G65730
AT1G16080	AT5G66190
AT1G16080	AT5G66570
AT1G16705	AT3G54340
AT1G16705	AT5G15800
AT1G16720	AT1G26220
AT1G16720	AT1G32080
AT1G16720	AT1G32160
AT1G16720	AT1G45474
AT1G16720	AT1G67840
AT1G16720	AT3G47070
AT1G16720	AT3G48200
AT1G16720	AT3G48420
AT1G16720	AT3G50820
AT1G16720	AT3G54050
AT1G16720	AT3G56650
AT1G16720	AT3G63140
AT1G16720	AT4G04850
AT1G16720	AT4G09350
AT1G16720	AT4G22890
AT1G16720	AT4G23890
AT1G16720	AT4G27030
AT1G16720	AT4G27700
AT1G16720	AT4G28030
AT1G16720	AT4G33010
AT1G16720	AT4G35250
AT1G16720	AT4G36530
AT1G16720	AT4G37200
AT1G16720	AT4G37930
AT1G16720	AT4G39970
AT1G16720	AT5G02120
AT1G16720	AT5G04140
AT1G16720	AT5G07020
AT1G16720	AT5G08050
AT1G16720	AT5G08650
AT1G16720	AT5G09660
AT1G16720	AT5G13770
AT1G16720	AT5G16400
AT1G16720	AT5G17230
AT1G16720	AT5G19220
AT1G16720	AT5G27290
AT1G16720	AT5G35170
AT1G16720	AT5G35970
AT1G16720	AT5G38520
AT1G16720	AT5G42270
AT1G16720	AT5G47840
AT1G16720	AT5G48790
AT1G16720	AT5G57345
AT1G16720	AT5G58260
AT1G16720	AT5G59750
AT1G16720	AT5G60600
AT1G16720	AT5G67370
AT1G16770	AT3G61040
AT1G16770	AT4G22100
AT1G16770	AT5G43770
AT1G16770	AT5G55240
AT1G16770	AT5G55750
AT1G16770	AT5G65550
AT1G16870	AT4G35850
AT1G16880	AT1G18060
AT1G16880	AT1G19150
AT1G16880	AT1G20340
AT1G16880	AT1G26220
AT1G16880	AT1G32060
AT1G16880	AT1G32080
AT1G16880	AT1G34000
AT1G16880	AT1G44575
AT1G16880	AT1G67700
AT1G16880	AT1G67740
AT1G16880	AT2G26500
